Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,15,000,00000,MIZORAM,047001, Hmar,17981,9156,8825,14166,7273,6893,3815,1883,1932
C0116,15,000,00000,MIZORAM,048000,48 HO,2,1,1,0,0,0,2,1,1
C0116,15,000,00000,MIZORAM,048004, Ho,2,1,1,0,0,0,2,1,1
C0116,15,000,00000,MIZORAM,051000,51 KABUI ,15,10,5,2,2,0,13,8,5
C0116,15,000,00000,MIZORAM,051003, Kabui,2,2,0,1,1,0,1,1,0
C0116,15,000,00000,MIZORAM,051005, Rongmei,13,8,5,1,1,0,12,7,5
C0116,15,000,00000,MIZORAM,052000,52 KARBI/MIKIR ,8,5,3,1,1,0,7,4,3
C0116,15,000,00000,MIZORAM,052002, Karbi/Mikir,8,5,3,1,1,0,7,4,3
C0116,15,000,00000,MIZORAM,054000,54 KHARIA ,6,2,4,0,0,0,6,2,4
C0116,15,000,00000,MIZORAM,054005, Kharia,6,2,4,0,0,0,6,2,4
C0116,15,000,00000,MIZORAM,055000,55 KHASI ,707,363,344,181,96,85,526,267,259
C0116,15,000,00000,MIZORAM,055007, Khasi,654,334,320,138,73,65,516,261,255
C0116,15,000,00000,MIZORAM,055012, Pnar/Synteng,42,23,19,39,22,17,3,1,2
C0116,15,000,00000,MIZORAM,055015, War,6,2,4,4,1,3,2,1,1
C0116,15,000,00000,MIZORAM,055999,55 Others ,5,4,1,0,0,0,5,4,1
C0116,15,000,00000,MIZORAM,059000,59 KINNAURI ,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,059003, Kinnauri,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,060000,60 KISAN ,1,0,1,0,0,0,1,0,1
C0116,15,000,00000,MIZORAM,060002, Kisan,1,0,1,0,0,0,1,0,1
C0116,15,000,00000,MIZORAM,061000,61 KOCH ,3,2,1,1,1,0,2,1,1
C0116,15,000,00000,MIZORAM,061002, Koch,3,2,1,1,1,0,2,1,1
C0116,15,000,00000,MIZORAM,064000,64 KOM,1,0,1,0,0,0,1,0,1
