admin2_name,admin2_code,admin1_name,admin1_code,admin0_name,admin0_pcode,number_of_named_languages,main_language,main_language_share,main_primary_language,main_primary_language_share,main_secondary_language,main_secondary_language_share,Nepali,Maithili,Bhojpuri,Tharu,Tamang,Newar,Magar,Avadhi,Bantawa,Gurung,Limbu,Bajjika,Urdu,Rajbanshi,Sherpa,Hindi,Chamling,Santhali,Chepang,Danuwar,Kurux,Sunuwar,Bengali,Marwari,Majhi,Thangmi,Kulung,Dhimal,Angika,Yakkha,Thulung,Sampang,Bhujel,Darai,Khaling,Kumal,Thakali,Chantyal,Tibetan,Dumi,Jirel,Wambule,Puma,Hyolmo,Nachering,Dura,Meche,Mahasu Pahari,Lapcha,Bote,Bahing,Koi,Raji,Yamphu,Ghale,Chhulung,Lohorung,English,Mewahang,Sanskrit,Tilung,Jerung,Dungmali,Oriya,Hariyanvi,Magahi,Chhintang,Lhomi,Tajpuriya,Khas,Athpariya,Gangai,Achhami,Kham,Dotyali,Walungge,Baitadeli,Bajhangi,Lhowa,Dolpo,Dailekhi,Bajureli,Darchuleli,Other,Nepali_primary,Maithili_primary,Bhojpuri_primary,Tharu_primary,Tamang_primary,Newar_primary,Magar_primary,Avadhi_primary,Bantawa_primary,Gurung_primary,Limbu_primary,Bajjika_primary,Urdu_primary,Rajbanshi_primary,Sherpa_primary,Hindi_primary,Chamling_primary,Santhali_primary,Chepang_primary,Danuwar_primary,Kurux_primary,Sunuwar_primary,Bengali_primary,Marwari_primary,Majhi_primary,Thangmi_primary,Kulung_primary,Dhimal_primary,Angika_primary,Yakkha_primary,Thulung_primary,Sampang_primary,Bhujel_primary,Darai_primary,Khaling_primary,Kumal_primary,Thakali_primary,Chantyal_primary,Tibetan_primary,Dumi_primary,Jirel_primary,Wambule_primary,Puma_primary,Hyolmo_primary,Nachering_primary,Dura_primary,Meche_primary,Mahasu Pahari_primary,Lapcha_primary,Bote_primary,Bahing_primary,Raji_primary,Yamphu_primary,Ghale_primary,Chhulung_primary,Lohorung_primary,Mewahang_primary,Tilung_primary,Jerung_primary,Dungmali_primary,Oriya_primary,Magahi_primary,Chhintang_primary,Lhomi_primary,Tajpuriya_primary,Athpariya_primary,Gangai_primary,Achhami_primary,Kham_primary,Dotyali_primary,Walungge_primary,Baitadeli_primary,Bajhangi_primary,Lhowa_primary,Dolpo_primary,Dailekhi_primary,Bajureli_primary,Darchuleli_primary,Other_primary,Nepali_secondary,Maithili_secondary,Bhojpuri_secondary,Tharu_secondary,Tamang_secondary,Newar_secondary,Magar_secondary,Avadhi_secondary,Bantawa_secondary,Gurung_secondary,Limbu_secondary,Bajjika_secondary,Urdu_secondary,Rajbanshi_secondary,Sherpa_secondary,Hindi_secondary,Chamling_secondary,Danuwar_secondary,Angika_secondary,English_secondary,Jerung_secondary,Magahi_secondary,Chhintang_secondary,Lhomi_secondary,Other_secondary,pop_total,pop_male,pop_female,literacy_all,literacy_male,literacy_female,language_data_yn,data_confidence,notes
Dhading,524005030,Bagmati,524005,Nepal,NP,9,Nepali,0.961,Nepali,0.703,Nepali,0.258,0.961,0.000,0.000,0.000,0.208,0.010,0.019,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.703,0.000,0.000,0.000,0.203,0.010,0.019,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.258,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.006,338868,158627,180220,0.653,0.735,0.583,Yes,Medium,
Makwanpur,524006031,Narayani,524006,Nepal,NP,9,Nepali,0.958,Tamang,0.460,Nepali,0.545,0.958,0.005,0.009,0.000,0.463,0.042,0.014,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.413,0.005,0.009,0.000,0.460,0.042,0.014,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.545,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,417913,202601,215289,0.706,0.781,0.636,Yes,Medium,
Rautahat,524006032,Narayani,524006,Nepal,NP,12,Bajjika,0.648,Bajjika,0.612,Hindi,0.300,0.226,0.036,0.145,0.033,0.016,0.002,0.003,0.000,0.000,0.000,0.000,0.648,0.188,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.062,0.032,0.039,0.031,0.016,0.002,0.003,0.000,0.000,0.000,0.000,0.612,0.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.164,0.004,0.106,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.002,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,688112,350070,337999,0.474,0.568,0.377,Yes,Medium,
Bara,524006033,Narayani,524006,Nepal,NP,9,Bhojpuri,0.755,Bhojpuri,0.724,Nepali,0.305,0.399,0.039,0.755,0.081,0.036,0.004,0.005,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.000,0.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.094,0.039,0.724,0.073,0.036,0.004,0.005,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.305,0.000,0.031,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,686729,347422,339263,0.559,0.666,0.448,Yes,Medium,
Parsa,524006034,Narayani,524006,Nepal,NP,10,Bhojpuri,0.837,Bhojpuri,0.783,Nepali,0.298,0.361,0.050,0.837,0.041,0.013,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.000,0.049,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.063,0.050,0.783,0.038,0.013,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.298,0.000,0.054,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,596764,309010,287715,0.596,0.707,0.476,Yes,Medium,
Chitawan,524006035,Narayani,524006,Nepal,NP,12,Nepali,0.974,Nepali,0.699,Nepali,0.275,0.974,0.006,0.017,0.105,0.051,0.018,0.016,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.699,0.006,0.017,0.103,0.049,0.016,0.016,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.275,0.000,0.000,0.002,0.002,0.002,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,569264,270152,299098,0.787,0.857,0.725,Yes,Medium,
Gorkha,524007036,Gandaki,524007,Nepal,NP,10,Nepali,0.974,Nepali,0.729,Nepali,0.245,0.974,0.000,0.000,0.000,0.038,0.007,0.052,0.000,0.000,0.141,0.000,0.004,0.009,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.729,0.000,0.000,0.000,0.038,0.007,0.047,0.000,0.000,0.134,0.000,0.004,0.009,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.245,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,271795,120736,151045,0.689,0.776,0.621,Yes,Medium,
Lamjung,524007037,Gandaki,524007,Nepal,NP,6,Nepali,0.973,Nepali,0.578,Nepali,0.395,0.973,0.000,0.000,0.000,0.069,0.021,0.008,0.000,0.000,0.319,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.578,0.000,0.000,0.000,0.069,0.021,0.008,0.000,0.000,0.306,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,166818,74397,92420,0.734,0.830,0.658,Yes,Medium,
Tanahu,524007038,Gandaki,524007,Nepal,NP,8,Nepali,0.976,Nepali,0.620,Nepali,0.356,0.976,0.000,0.003,0.000,0.007,0.040,0.217,0.000,0.000,0.088,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.620,0.000,0.003,0.000,0.007,0.040,0.211,0.000,0.000,0.082,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.356,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,320430,140185,180224,0.766,0.856,0.698,Yes,Medium,
Syangja,524007039,Gandaki,524007,Nepal,NP,4,Nepali,0.979,Nepali,0.738,Nepali,0.241,0.979,0.000,0.000,0.000,0.000,0.019,0.160,0.000,0.000,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.738,0.000,0.000,0.000,0.000,0.019,0.153,0.000,0.000,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.241,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,292337,125393,166922,0.780,0.875,0.710,Yes,Medium,
"Kaski, Manang",524007040,Gandaki,524007,Nepal,NP,13,Nepali,0.979,Nepali,0.780,Nepali,0.199,0.979,0.004,0.008,0.002,0.014,0.025,0.023,0.000,0.000,0.135,0.000,0.000,0.003,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.780,0.004,0.008,0.002,0.014,0.021,0.020,0.000,0.000,0.125,0.000,0.000,0.003,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.199,0.000,0.000,0.000,0.000,0.004,0.003,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.004,484434,229860,254553,0.834,0.912,0.766,Yes,Medium,
"Myagdi, Mustang",524008043,Dhawalagiri,524008,Nepal,NP,7,Nepali,0.991,Nepali,0.891,Nepali,0.100,0.991,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.014,0.891,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.016,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,126309,56878,69433,0.739,0.828,0.667,Yes,Medium,
Parbat,524008044,Dhawalagiri,524008,Nepal,NP,3,Nepali,0.993,Nepali,0.920,Nepali,0.073,0.993,0.000,0.000,0.000,0.000,0.000,0.045,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.920,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.073,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,148227,65471,82757,0.762,0.862,0.685,Yes,Medium,
Baglung,524008045,Dhawalagiri,524008,Nepal,NP,5,Nepali,0.995,Nepali,0.923,Nepali,0.072,0.995,0.000,0.000,0.000,0.000,0.006,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.923,0.000,0.000,0.000,0.000,0.006,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.072,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,268404,117464,150924,0.748,0.835,0.683,Yes,Medium,
