Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,02,000,00000,HIMACHAL PRADESH,013000,13 MARATHI ,3438,2188,1250,2210,1480,730,1228,708,520
C0116,02,000,00000,HIMACHAL PRADESH,013004, Are,2,1,1,0,0,0,2,1,1
C0116,02,000,00000,HIMACHAL PRADESH,013060, Koli,20,11,9,20,11,9,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,013071, Marathi,3353,2148,1205,2130,1443,687,1223,705,518
C0116,02,000,00000,HIMACHAL PRADESH,013999,13 Others,63,28,35,60,26,34,3,2,1
C0116,02,000,00000,HIMACHAL PRADESH,014000,14 NEPALI ,89508,50647,38861,76371,42773,33598,13137,7874,5263
C0116,02,000,00000,HIMACHAL PRADESH,014011, Nepali,89502,50642,38860,76365,42768,33597,13137,7874,5263
C0116,02,000,00000,HIMACHAL PRADESH,014999,14 Others,6,5,1,6,5,1,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,015000,15 ODIA ,3219,2259,960,1693,1134,559,1526,1125,401
C0116,02,000,00000,HIMACHAL PRADESH,015007, Bhuiya/Bhuyan[Ori],2,1,1,2,1,1,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,015043, Odia,3201,2249,952,1678,1127,551,1523,1122,401
C0116,02,000,00000,HIMACHAL PRADESH,015058, Sambalpuri,1,1,0,0,0,0,1,1,0
C0116,02,000,00000,HIMACHAL PRADESH,015999,15 Others,15,8,7,13,6,7,2,2,0
C0116,02,000,00000,HIMACHAL PRADESH,016000,16 PUNJABI ,615022,310618,304404,545598,274884,270714,69424,35734,33690
C0116,02,000,00000,HIMACHAL PRADESH,016002, Bagri,88,46,42,56,27,29,32,19,13
C0116,02,000,00000,HIMACHAL PRADESH,016005, Bhateali,15347,7818,7529,15309,7810,7499,38,8,30
C0116,02,000,00000,HIMACHAL PRADESH,016006, Bilaspuri Kahluri,295762,151709,144053,278405,142500,135905,17357,9209,8148
C0116,02,000,00000,HIMACHAL PRADESH,016038, Punjabi,303375,150825,152550,251392,124334,127058,51983,26491,25492
C0116,02,000,00000,HIMACHAL PRADESH,016999,16 Others,450,220,230,436,213,223,14,7,7
C0116,02,000,00000,HIMACHAL PRADESH,017000,17 SANSKRIT ,936,504,432,857,459,398,79,45,34
C0116,02,000,00000,HIMACHAL PRADESH,017002, Sanskrit,936,504,432,857,459,398,79,45,34
C0116,02,000,00000,HIMACHAL PRADESH,018000,18 SANTALI ,847,544,303,810,515,295,37,29,8
C0116,02,000,00000,HIMACHAL PRADESH,018011, Mahili,482,237,245,477,234,243,5,3,2
C0116,02,000,00000,HIMACHAL PRADESH,018040, Santali,356,301,55,329,277,52,27,24,3
C0116,02,000,00000,HIMACHAL PRADESH,018999,18 Others,9,6,3,4,4,0,5,2,3
C0116,02,000,00000,HIMACHAL PRADESH,019000,19 SINDHI,62,34,28,42,22,20,20,12,8
C0116,02,000,00000,HIMACHAL PRADESH,019002, Bhatia,1,1,0,1,1,0,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,019008, Kachchhi,2,2,0,0,0,0,2,2,0
C0116,02,000,00000,HIMACHAL PRADESH,019014, Sindhi,37,19,18,19,9,10,18,10,8
C0116,02,000,00000,HIMACHAL PRADESH,019999,19 Others,22,12,10,22,12,10,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,020000,20 TAMIL ,1038,763,275,586,456,130,452,307,145
C0116,02,000,00000,HIMACHAL PRADESH,020015, Korava,1,0,1,1,0,1,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,020027, Tamil,1037,763,274,585,456,129,452,307,145
C0116,02,000,00000,HIMACHAL PRADESH,021000,21 TELUGU ,1383,914,469,814,563,251,569,351,218
C0116,02,000,00000,HIMACHAL PRADESH,021046, Telugu,1362,896,466,810,561,249,552,335,217
C0116,02,000,00000,HIMACHAL PRADESH,021999,21 Others,21,18,3,4,2,2,17,16,1
C0116,02,000,00000,HIMACHAL PRADESH,022000,22 URDU,5320,3200,2120,3745,2136,1609,1575,1064,511
C0116,02,000,00000,HIMACHAL PRADESH,022015, Urdu,5190,3117,2073,3645,2076,1569,1545,1041,504
C0116,02,000,00000,HIMACHAL PRADESH,022999,22 Others,130,83,47,100,60,40,30,23,7
C0116,02,000,00000,HIMACHAL PRADESH,023000,23 ADI ,107,54,53,55,28,27,52,26,26
C0116,02,000,00000,HIMACHAL PRADESH,023003, Adi,13,9,4,8,7,1,5,2,3
C0116,02,000,00000,HIMACHAL PRADESH,023006, Adi Gallong/Gallong,69,33,36,39,18,21,30,15,15
C0116,02,000,00000,HIMACHAL PRADESH,023999,23 Others,25,12,13,8,3,5,17,9,8
C0116,02,000,00000,HIMACHAL PRADESH,024000,24 AFGHANI/KABULI/PASHTO ,176,90,86,6,4,2,170,86,84
C0116,02,000,00000,HIMACHAL PRADESH,024001, Afghani/Kabuli/Pashto,176,90,86,6,4,2,170,86,84
C0116,02,000,00000,HIMACHAL PRADESH,025000,25 ANAL ,17,10,7,3,0,3,14,10,4
C0116,02,000,00000,HIMACHAL PRADESH,025001, Anal,17,10,7,3,0,3,14,10,4
C0116,02,000,00000,HIMACHAL PRADESH,026000,26 ANGAMI ,12,12,0,8,8,0,4,4,0
C0116,02,000,00000,HIMACHAL PRADESH,026002, Angami,3,3,0,0,0,0,3,3,0
C0116,02,000,00000,HIMACHAL PRADESH,026999,26 Others,9,9,0,8,8,0,1,1,0
C0116,02,000,00000,HIMACHAL PRADESH,027000,27 AO ,28,28,0,0,0,0,28,28,0
C0116,02,000,00000,HIMACHAL PRADESH,027001, Ao,28,28,0,0,0,0,28,28,0
C0116,02,000,00000,HIMACHAL PRADESH,028000,28 ARABIC/ARBI ,307,168,139,278,157,121,29,11,18
C0116,02,000,00000,HIMACHAL PRADESH,028001, Arabic/Arbi,307,168,139,278,157,121,29,11,18
C0116,02,000,00000,HIMACHAL PRADESH,029000,29 BALTI ,21,18,3,17,14,3,4,4,0
C0116,02,000,00000,HIMACHAL PRADESH,029002, Balti,21,18,3,17,14,3,4,4,0
C0116,02,000,00000,HIMACHAL PRADESH,030000,30 BHILI/BHILODI ,106,60,46,86,53,33,20,7,13
C0116,02,000,00000,HIMACHAL PRADESH,030002, Baori,26,11,15,17,10,7,9,1,8
C0116,02,000,00000,HIMACHAL PRADESH,030011, Chodhari,6,5,1,6,5,1,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,030015, Dhodia,3,2,1,1,0,1,2,2,0
C0116,02,000,00000,HIMACHAL PRADESH,030035, Kokna/Kokni/Kukna,20,12,8,11,8,3,9,4,5
C0116,02,000,00000,HIMACHAL PRADESH,030070, Rathi,6,5,1,6,5,1,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,030075, Varli,2,2,0,2,2,0,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,030999,30 Others,43,23,20,43,23,20,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,031000,31 BHOTIA ,2012,1131,881,1718,969,749,294,162,132
C0116,02,000,00000,HIMACHAL PRADESH,031001, Bhotia,1625,922,703,1469,832,637,156,90,66
C0116,02,000,00000,HIMACHAL PRADESH,031999,31 Others,387,209,178,249,137,112,138,72,66
C0116,02,000,00000,HIMACHAL PRADESH,033000,33 BISHNUPURIYA,15,12,3,0,0,0,15,12,3
C0116,02,000,00000,HIMACHAL PRADESH,033999,33 Others,15,12,3,0,0,0,15,12,3
C0116,02,000,00000,HIMACHAL PRADESH,034000,34 CHAKHESANG ,1,1,0,0,0,0,1,1,0
C0116,02,000,00000,HIMACHAL PRADESH,034001, Chakhesang,1,1,0,0,0,0,1,1,0
C0116,02,000,00000,HIMACHAL PRADESH,036000,36 CHANG ,12,7,5,12,7,5,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,036001, Chang,12,7,5,12,7,5,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,037000,37 COORGI/KODAGU ,53,35,18,52,35,17,1,0,1
C0116,02,000,00000,HIMACHAL PRADESH,037001, Coorgi/Kodagu,53,35,18,52,35,17,1,0,1
C0116,02,000,00000,HIMACHAL PRADESH,040000,40 ENGLISH ,1043,572,471,727,417,310,316,155,161
C0116,02,000,00000,HIMACHAL PRADESH,040001, English,1043,572,471,727,417,310,316,155,161
C0116,02,000,00000,HIMACHAL PRADESH,042000,42 GANGTE ,2,2,0,0,0,0,2,2,0
C0116,02,000,00000,HIMACHAL PRADESH,042001, Gangte,2,2,0,0,0,0,2,2,0
C0116,02,000,00000,HIMACHAL PRADESH,043000,43 GARO ,21,12,9,9,2,7,12,10,2
C0116,02,000,00000,HIMACHAL PRADESH,043005, Garo,18,12,6,6,2,4,12,10,2
C0116,02,000,00000,HIMACHAL PRADESH,043999,43 Others,3,0,3,3,0,3,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,044000,44 GONDI,9,9,0,8,8,0,1,1,0
C0116,02,000,00000,HIMACHAL PRADESH,044013, Kalari,3,3,0,3,3,0,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,044999,44 Others,6,6,0,5,5,0,1,1,0
C0116,02,000,00000,HIMACHAL PRADESH,045000,45 HALABI,1,1,0,1,1,0,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,045001, Halabi,1,1,0,1,1,0,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,046000,46 HALAM ,380,211,169,380,211,169,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,046003, Halam,380,211,169,380,211,169,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,048000,48 HO,167,85,82,166,85,81,1,0,1
C0116,02,000,00000,HIMACHAL PRADESH,048004, Ho,4,3,1,3,3,0,1,0,1
C0116,02,000,00000,HIMACHAL PRADESH,048007, Lohara,163,82,81,163,82,81,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,051000,51 KABUI ,5,2,3,1,1,0,4,1,3
C0116,02,000,00000,HIMACHAL PRADESH,051003, Kabui,3,1,2,1,1,0,2,0,2
C0116,02,000,00000,HIMACHAL PRADESH,051005, Rongmei,2,1,1,0,0,0,2,1,1
C0116,02,000,00000,HIMACHAL PRADESH,053000,53 KHANDESHI,3498,1796,1702,3484,1785,1699,14,11,3
C0116,02,000,00000,HIMACHAL PRADESH,053005, Gujari,3498,1796,1702,3484,1785,1699,14,11,3
C0116,02,000,00000,HIMACHAL PRADESH,054000,54 KHARIA ,43,31,12,40,30,10,3,1,2
C0116,02,000,00000,HIMACHAL PRADESH,054005, Kharia,43,31,12,40,30,10,3,1,2
C0116,02,000,00000,HIMACHAL PRADESH,055000,55 KHASI ,15,9,6,3,2,1,12,7,5
C0116,02,000,00000,HIMACHAL PRADESH,055007, Khasi,13,9,4,3,2,1,10,7,3
C0116,02,000,00000,HIMACHAL PRADESH,055012, Pnar/Synteng,2,0,2,0,0,0,2,0,2
C0116,02,000,00000,HIMACHAL PRADESH,056000,56 KHEZHA ,5,2,3,0,0,0,5,2,3
C0116,02,000,00000,HIMACHAL PRADESH,056999,56 Others ,5,2,3,0,0,0,5,2,3
C0116,02,000,00000,HIMACHAL PRADESH,057000,57 KHIEMNUNGAN,1,0,1,1,0,1,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,057001, Khiemnungan,1,0,1,1,0,1,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,058000,58 KHOND/KONDH ,1,1,0,1,1,0,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,058001, Khond/Kondh,1,1,0,1,1,0,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,059000,59 KINNAURI ,82712,40295,42417,79773,38802,40971,2939,1493,1446
C0116,02,000,00000,HIMACHAL PRADESH,059003, Kinnauri,82662,40263,42399,79750,38785,40965,2912,1478,1434
C0116,02,000,00000,HIMACHAL PRADESH,059999,59 Others,50,32,18,23,17,6,27,15,12
C0116,02,000,00000,HIMACHAL PRADESH,060000,60 KISAN ,32,20,12,32,20,12,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,060002, Kisan,32,20,12,32,20,12,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,061000,61 KOCH ,1,0,1,1,0,1,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,061002, Koch,1,0,1,1,0,1,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,062000,62 KODA/KORA ,1,1,0,1,1,0,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,062003, Koda/Kora,1,1,0,1,1,0,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,064000,64 KOM,2,2,0,1,1,0,1,1,0
C0116,02,000,00000,HIMACHAL PRADESH,064001, Kom,2,2,0,1,1,0,1,1,0
C0116,02,000,00000,HIMACHAL PRADESH,065000,65 KONDA,19,9,10,18,8,10,1,1,0
C0116,02,000,00000,HIMACHAL PRADESH,065002, Kodu,1,1,0,0,0,0,1,1,0
C0116,02,000,00000,HIMACHAL PRADESH,065999,65 Others ,18,8,10,18,8,10,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,066000,66 KONYAK ,3,2,1,0,0,0,3,2,1
C0116,02,000,00000,HIMACHAL PRADESH,066001, Konyak,3,2,1,0,0,0,3,2,1
C0116,02,000,00000,HIMACHAL PRADESH,067000,67 KORKU ,115,75,40,9,4,5,106,71,35
C0116,02,000,00000,HIMACHAL PRADESH,067004, Muwasi,115,75,40,9,4,5,106,71,35
C0116,02,000,00000,HIMACHAL PRADESH,068000,68 KORWA ,23,16,7,15,12,3,8,4,4
C0116,02,000,00000,HIMACHAL PRADESH,068999,68 Others ,23,16,7,15,12,3,8,4,4
C0116,02,000,00000,HIMACHAL PRADESH,071000,71 KUKI,73,59,14,1,1,0,72,58,14
C0116,02,000,00000,HIMACHAL PRADESH,071008, Kuki,69,58,11,1,1,0,68,57,11
C0116,02,000,00000,HIMACHAL PRADESH,071999,71 Others ,4,1,3,0,0,0,4,1,3
C0116,02,000,00000,HIMACHAL PRADESH,072000,72 KURUKH/ORAON ,2277,1275,1002,1828,1026,802,449,249,200
C0116,02,000,00000,HIMACHAL PRADESH,072024, Kurukh/Oraon,2269,1269,1000,1824,1023,801,445,246,199
C0116,02,000,00000,HIMACHAL PRADESH,072999,72 Others ,8,6,2,4,3,1,4,3,1
C0116,02,000,00000,HIMACHAL PRADESH,073000,73 LADAKHI ,1196,618,578,1087,572,515,109,46,63
C0116,02,000,00000,HIMACHAL PRADESH,073003, Ladakhi,1196,618,578,1087,572,515,109,46,63
C0116,02,000,00000,HIMACHAL PRADESH,074000,74 LAHAULI ,11073,5491,5582,7891,3931,3960,3182,1560,1622
C0116,02,000,00000,HIMACHAL PRADESH,074002, Lahauli,11072,5490,5582,7891,3931,3960,3181,1559,1622
C0116,02,000,00000,HIMACHAL PRADESH,074999,74 Others ,1,1,0,0,0,0,1,1,0
C0116,02,000,00000,HIMACHAL PRADESH,075000,75 LAHNDA ,109,48,61,42,18,24,67,30,37
C0116,02,000,00000,HIMACHAL PRADESH,075001, Bahawal Puri,3,2,1,3,2,1,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,075006, Hindi Multani,15,8,7,0,0,0,15,8,7
C0116,02,000,00000,HIMACHAL PRADESH,075999,75 Others ,91,38,53,39,16,23,52,22,30
C0116,02,000,00000,HIMACHAL PRADESH,076000,76 LAKHER,10,9,1,1,0,1,9,9,0
C0116,02,000,00000,HIMACHAL PRADESH,076002, Mara,10,9,1,1,0,1,9,9,0
C0116,02,000,00000,HIMACHAL PRADESH,078000,78 LEPCHA ,2,2,0,1,1,0,1,1,0
C0116,02,000,00000,HIMACHAL PRADESH,078001, Lepcha,2,2,0,1,1,0,1,1,0
C0116,02,000,00000,HIMACHAL PRADESH,080000,80 LIMBU ,7,4,3,7,4,3,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,080002, Limbu,7,4,3,7,4,3,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,081000,81 LOTHA ,16,13,3,4,2,2,12,11,1
C0116,02,000,00000,HIMACHAL PRADESH,081001, Lotha,16,13,3,4,2,2,12,11,1
C0116,02,000,00000,HIMACHAL PRADESH,082000,82 LUSHAI/MIZO ,197,144,53,31,10,21,166,134,32
C0116,02,000,00000,HIMACHAL PRADESH,082005, Lushai/Mizo,197,144,53,31,10,21,166,134,32
C0116,02,000,00000,HIMACHAL PRADESH,084000,84 MAO,15,15,0,4,4,0,11,11,0
C0116,02,000,00000,HIMACHAL PRADESH,084001, Mao,15,15,0,4,4,0,11,11,0
C0116,02,000,00000,HIMACHAL PRADESH,087000,87 MIRI/MISHING,3,3,0,1,1,0,2,2,0
