Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,17,000,00000,MEGHALAYA,021000,21 TELUGU ,1277,874,403,509,337,172,768,537,231
C0116,17,000,00000,MEGHALAYA,021046, Telugu,1117,792,325,353,257,96,764,535,229
C0116,17,000,00000,MEGHALAYA,021999,21 Others,160,82,78,156,80,76,4,2,2
C0116,17,000,00000,MEGHALAYA,022000,22 URDU,2129,1194,935,290,158,132,1839,1036,803
C0116,17,000,00000,MEGHALAYA,022015, Urdu,1978,1129,849,154,99,55,1824,1030,794
C0116,17,000,00000,MEGHALAYA,022999,22 Others,151,65,86,136,59,77,15,6,9
C0116,17,000,00000,MEGHALAYA,023000,23 ADI ,390,329,61,53,32,21,337,297,40
C0116,17,000,00000,MEGHALAYA,023003, Adi,207,183,24,12,9,3,195,174,21
C0116,17,000,00000,MEGHALAYA,023006, Adi Gallong/Gallong,77,57,20,34,17,17,43,40,3
C0116,17,000,00000,MEGHALAYA,023010, Adi Miniyong/Miniyong,12,8,4,0,0,0,12,8,4
C0116,17,000,00000,MEGHALAYA,023040, Talgalo,66,54,12,6,6,0,60,48,12
C0116,17,000,00000,MEGHALAYA,023999,23 Others,28,27,1,1,0,1,27,27,0
C0116,17,000,00000,MEGHALAYA,024000,24 AFGHANI/KABULI/PASHTO ,7,6,1,1,0,1,6,6,0
C0116,17,000,00000,MEGHALAYA,024001, Afghani/Kabuli/Pashto,7,6,1,1,0,1,6,6,0
C0116,17,000,00000,MEGHALAYA,025000,25 ANAL ,219,113,106,39,22,17,180,91,89
C0116,17,000,00000,MEGHALAYA,025001, Anal,209,110,99,39,22,17,170,88,82
C0116,17,000,00000,MEGHALAYA,025999,25 Others,10,3,7,0,0,0,10,3,7
C0116,17,000,00000,MEGHALAYA,026000,26 ANGAMI ,89,49,40,19,16,3,70,33,37
C0116,17,000,00000,MEGHALAYA,026002, Angami,80,42,38,15,13,2,65,29,36
C0116,17,000,00000,MEGHALAYA,026999,26 Others,9,7,2,4,3,1,5,4,1
C0116,17,000,00000,MEGHALAYA,027000,27 AO ,423,231,192,28,16,12,395,215,180
C0116,17,000,00000,MEGHALAYA,027001, Ao,350,196,154,18,12,6,332,184,148
C0116,17,000,00000,MEGHALAYA,027003, Chungli,8,6,2,4,2,2,4,4,0
C0116,17,000,00000,MEGHALAYA,027005, Mongsen,21,8,13,3,0,3,18,8,10
C0116,17,000,00000,MEGHALAYA,027999,27 Others,44,21,23,3,2,1,41,19,22
C0116,17,000,00000,MEGHALAYA,028000,28 ARABIC/ARBI ,7,5,2,3,3,0,4,2,2
C0116,17,000,00000,MEGHALAYA,028001, Arabic/Arbi,6,5,1,3,3,0,3,2,1
C0116,17,000,00000,MEGHALAYA,028999,28 Others,1,0,1,0,0,0,1,0,1
