Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,06,000,00000,HARYANA,011000,11 MALAYALAM,14518,7864,6654,1261,714,547,13257,7150,6107
C0116,06,000,00000,HARYANA,011016, Malayalam,14357,7790,6567,1111,648,463,13246,7142,6104
C0116,06,000,00000,HARYANA,011023, Pania,12,6,6,12,6,6,0,0,0
C0116,06,000,00000,HARYANA,011999,11 Others,149,68,81,138,60,78,11,8,3
C0116,06,000,00000,HARYANA,012000,12 MANIPURI ,563,348,215,102,75,27,461,273,188
C0116,06,000,00000,HARYANA,012003, Manipuri,556,343,213,101,74,27,455,269,186
C0116,06,000,00000,HARYANA,012999,12 Others,7,5,2,1,1,0,6,4,2
C0116,06,000,00000,HARYANA,013000,13 MARATHI ,12806,7181,5625,2129,1087,1042,10677,6094,4583
C0116,06,000,00000,HARYANA,013060, Koli,3,1,2,3,1,2,0,0,0
C0116,06,000,00000,HARYANA,013071, Marathi,12756,7155,5601,2111,1080,1031,10645,6075,4570
C0116,06,000,00000,HARYANA,013999,13 Others,47,25,22,15,6,9,32,19,13
C0116,06,000,00000,HARYANA,014000,14 NEPALI ,19914,11718,8196,6217,3818,2399,13697,7900,5797
C0116,06,000,00000,HARYANA,014011, Nepali,19914,11718,8196,6217,3818,2399,13697,7900,5797
C0116,06,000,00000,HARYANA,015000,15 ODIA ,14835,8599,6236,3108,1789,1319,11727,6810,4917
C0116,06,000,00000,HARYANA,015007, Bhuiya/Bhuyan[Ori],1,1,0,0,0,0,1,1,0
C0116,06,000,00000,HARYANA,015043, Odia,14302,8311,5991,2589,1510,1079,11713,6801,4912
C0116,06,000,00000,HARYANA,015999,15 Others,532,287,245,519,279,240,13,8,5
C0116,06,000,00000,HARYANA,016000,16 PUNJABI ,2400883,1251882,1149001,1665810,869065,796745,735073,382817,352256
C0116,06,000,00000,HARYANA,016002, Bagri,534263,280542,253721,491489,258148,233341,42774,22394,20380
C0116,06,000,00000,HARYANA,016005, Bhateali,34,27,7,7,7,0,27,20,7
C0116,06,000,00000,HARYANA,016038, Punjabi,1865482,970730,894752,1174075,610780,563295,691407,359950,331457
C0116,06,000,00000,HARYANA,016999,16 Others,1104,583,521,239,130,109,865,453,412
C0116,06,000,00000,HARYANA,017000,17 SANSKRIT ,490,326,164,85,54,31,405,272,133
C0116,06,000,00000,HARYANA,017002, Sanskrit,490,326,164,85,54,31,405,272,133
C0116,06,000,00000,HARYANA,018000,18 SANTALI ,222,142,80,147,103,44,75,39,36
C0116,06,000,00000,HARYANA,018011, Mahili,1,1,0,1,1,0,0,0,0
C0116,06,000,00000,HARYANA,018040, Santali,207,133,74,134,95,39,73,38,35
C0116,06,000,00000,HARYANA,018999,18 Others,14,8,6,12,7,5,2,1,1
C0116,06,000,00000,HARYANA,019000,19 SINDHI,1658,813,845,34,22,12,1624,791,833
C0116,06,000,00000,HARYANA,019008, Kachchhi,12,4,8,0,0,0,12,4,8
C0116,06,000,00000,HARYANA,019014, Sindhi,1645,809,836,34,22,12,1611,787,824
C0116,06,000,00000,HARYANA,019999,19 Others,1,0,1,0,0,0,1,0,1
C0116,06,000,00000,HARYANA,020000,20 TAMIL ,12658,7400,5258,1315,800,515,11343,6600,4743
C0116,06,000,00000,HARYANA,020027, Tamil,12657,7399,5258,1315,800,515,11342,6599,4743
C0116,06,000,00000,HARYANA,020029, Yerukala/Yerukula,1,1,0,0,0,0,1,1,0
C0116,06,000,00000,HARYANA,021000,21 TELUGU ,9831,5846,3985,1309,816,493,8522,5030,3492
C0116,06,000,00000,HARYANA,021046, Telugu,9665,5753,3912,1200,754,446,8465,4999,3466
C0116,06,000,00000,HARYANA,021999,21 Others,166,93,73,109,62,47,57,31,26
C0116,06,000,00000,HARYANA,022000,22 URDU,374353,197206,177147,328070,171827,156243,46283,25379,20904
C0116,06,000,00000,HARYANA,022015, Urdu,374188,197109,177079,328002,171786,156216,46186,25323,20863
C0116,06,000,00000,HARYANA,022016, Bhansari,5,4,1,0,0,0,5,4,1
C0116,06,000,00000,HARYANA,022999,22 Others,160,93,67,68,41,27,92,52,40
C0116,06,000,00000,HARYANA,023000,23 ADI ,1023,517,506,898,450,448,125,67,58
C0116,06,000,00000,HARYANA,023003, Adi,44,21,23,14,6,8,30,15,15
C0116,06,000,00000,HARYANA,023040, Talgalo,2,2,0,0,0,0,2,2,0
C0116,06,000,00000,HARYANA,023999,23 Others,977,494,483,884,444,440,93,50,43
C0116,06,000,00000,HARYANA,024000,24 AFGHANI/KABULI/PASHTO ,218,121,97,4,1,3,214,120,94
C0116,06,000,00000,HARYANA,024001, Afghani/Kabuli/Pashto,218,121,97,4,1,3,214,120,94
C0116,06,000,00000,HARYANA,026000,26 ANGAMI ,7,5,2,0,0,0,7,5,2
C0116,06,000,00000,HARYANA,026002, Angami,7,5,2,0,0,0,7,5,2
C0116,06,000,00000,HARYANA,028000,28 ARABIC/ARBI ,491,261,230,101,54,47,390,207,183
C0116,06,000,00000,HARYANA,028001, Arabic/Arbi,491,261,230,101,54,47,390,207,183
C0116,06,000,00000,HARYANA,029000,29 BALTI ,24,17,7,4,4,0,20,13,7
C0116,06,000,00000,HARYANA,029002, Balti,24,17,7,4,4,0,20,13,7
C0116,06,000,00000,HARYANA,030000,30 BHILI/BHILODI ,1121,537,584,830,395,435,291,142,149
C0116,06,000,00000,HARYANA,030002, Baori,941,468,473,767,385,382,174,83,91
C0116,06,000,00000,HARYANA,030007, Bhili/Bhilodi,12,7,5,9,4,5,3,3,0
C0116,06,000,00000,HARYANA,030035, Kokna/Kokni/Kukna,114,45,69,23,0,23,91,45,46
C0116,06,000,00000,HARYANA,030068, Pawri,22,0,22,22,0,22,0,0,0
C0116,06,000,00000,HARYANA,030999,30 Others,32,17,15,9,6,3,23,11,12
C0116,06,000,00000,HARYANA,031000,31 BHOTIA ,61,32,29,19,14,5,42,18,24
C0116,06,000,00000,HARYANA,031001, Bhotia,18,14,4,12,10,2,6,4,2
C0116,06,000,00000,HARYANA,031011, Bauti,7,5,2,3,2,1,4,3,1
C0116,06,000,00000,HARYANA,031999,31 Others,36,13,23,4,2,2,32,11,21
C0116,06,000,00000,HARYANA,032000,32 BHUMIJ ,1,0,1,0,0,0,1,0,1
C0116,06,000,00000,HARYANA,032999,32 Others,1,0,1,0,0,0,1,0,1
C0116,06,000,00000,HARYANA,033000,33 BISHNUPURIYA,6,4,2,0,0,0,6,4,2
C0116,06,000,00000,HARYANA,033003, Bishnupriya Manipuri/Manipuri Bishnupriya,5,3,2,0,0,0,5,3,2
C0116,06,000,00000,HARYANA,033999,33 Others,1,1,0,0,0,0,1,1,0
C0116,06,000,00000,HARYANA,036000,36 CHANG ,1,1,0,1,1,0,0,0,0
C0116,06,000,00000,HARYANA,036001, Chang,1,1,0,1,1,0,0,0,0
C0116,06,000,00000,HARYANA,037000,37 COORGI/KODAGU ,31,21,10,15,8,7,16,13,3
C0116,06,000,00000,HARYANA,037001, Coorgi/Kodagu,31,21,10,15,8,7,16,13,3
C0116,06,000,00000,HARYANA,039000,39 DIMASA ,4,3,1,0,0,0,4,3,1
C0116,06,000,00000,HARYANA,039002, Dimasa,4,3,1,0,0,0,4,3,1
C0116,06,000,00000,HARYANA,040000,40 ENGLISH ,3852,2015,1837,821,477,344,3031,1538,1493
C0116,06,000,00000,HARYANA,040001, English,3852,2015,1837,821,477,344,3031,1538,1493
C0116,06,000,00000,HARYANA,041000,41 GADABA ,4,2,2,0,0,0,4,2,2
C0116,06,000,00000,HARYANA,041001, Gadaba,4,2,2,0,0,0,4,2,2
C0116,06,000,00000,HARYANA,042000,42 GANGTE ,1,1,0,0,0,0,1,1,0
C0116,06,000,00000,HARYANA,042001, Gangte,1,1,0,0,0,0,1,1,0
C0116,06,000,00000,HARYANA,043000,43 GARO ,19,9,10,11,6,5,8,3,5
C0116,06,000,00000,HARYANA,043005, Garo,13,7,6,11,6,5,2,1,1
C0116,06,000,00000,HARYANA,043999,43 Others,6,2,4,0,0,0,6,2,4
C0116,06,000,00000,HARYANA,044000,44 GONDI,50,24,26,13,7,6,37,17,20
C0116,06,000,00000,HARYANA,044007, Gondi,5,5,0,1,1,0,4,4,0
C0116,06,000,00000,HARYANA,044999,44 Others,45,19,26,12,6,6,33,13,20
C0116,06,000,00000,HARYANA,046000,46 HALAM ,5,2,3,2,0,2,3,2,1
C0116,06,000,00000,HARYANA,046003, Halam,4,1,3,2,0,2,2,1,1
C0116,06,000,00000,HARYANA,046999,46 Others,1,1,0,0,0,0,1,1,0
C0116,06,000,00000,HARYANA,047000,47 HMAR,5,2,3,0,0,0,5,2,3
C0116,06,000,00000,HARYANA,047001, Hmar,5,2,3,0,0,0,5,2,3
C0116,06,000,00000,HARYANA,048000,48 HO,52,30,22,30,19,11,22,11,11
C0116,06,000,00000,HARYANA,048004, Ho,39,22,17,26,16,10,13,6,7
C0116,06,000,00000,HARYANA,048007, Lohara,13,8,5,4,3,1,9,5,4
C0116,06,000,00000,HARYANA,051000,51 KABUI ,6,2,4,0,0,0,6,2,4
C0116,06,000,00000,HARYANA,051005, Rongmei,6,2,4,0,0,0,6,2,4
C0116,06,000,00000,HARYANA,052000,52 KARBI/MIKIR ,2,2,0,1,1,0,1,1,0
C0116,06,000,00000,HARYANA,052002, Karbi/Mikir,2,2,0,1,1,0,1,1,0
C0116,06,000,00000,HARYANA,053000,53 KHANDESHI,62,33,29,12,5,7,50,28,22
C0116,06,000,00000,HARYANA,053005, Gujari,52,30,22,2,2,0,50,28,22
C0116,06,000,00000,HARYANA,053999,53 Others,10,3,7,10,3,7,0,0,0
C0116,06,000,00000,HARYANA,054000,54 KHARIA ,216,110,106,111,60,51,105,50,55
C0116,06,000,00000,HARYANA,054005, Kharia,215,109,106,110,59,51,105,50,55
C0116,06,000,00000,HARYANA,054999,54 Others,1,1,0,1,1,0,0,0,0
C0116,06,000,00000,HARYANA,055000,55 KHASI ,21,8,13,3,1,2,18,7,11
C0116,06,000,00000,HARYANA,055007, Khasi,21,8,13,3,1,2,18,7,11
C0116,06,000,00000,HARYANA,056000,56 KHEZHA ,25,12,13,20,9,11,5,3,2
C0116,06,000,00000,HARYANA,056003, Khezha,3,3,0,2,2,0,1,1,0
C0116,06,000,00000,HARYANA,056999,56 Others ,22,9,13,18,7,11,4,2,2
C0116,06,000,00000,HARYANA,059000,59 KINNAURI ,23,12,11,4,2,2,19,10,9
C0116,06,000,00000,HARYANA,059003, Kinnauri,20,11,9,4,2,2,16,9,7
C0116,06,000,00000,HARYANA,059999,59 Others,3,1,2,0,0,0,3,1,2
C0116,06,000,00000,HARYANA,060000,60 KISAN ,1,0,1,0,0,0,1,0,1
C0116,06,000,00000,HARYANA,060002, Kisan,1,0,1,0,0,0,1,0,1
C0116,06,000,00000,HARYANA,062000,62 KODA/KORA ,4,1,3,0,0,0,4,1,3
C0116,06,000,00000,HARYANA,062003, Koda/Kora,4,1,3,0,0,0,4,1,3
C0116,06,000,00000,HARYANA,066000,66 KONYAK ,2,1,1,0,0,0,2,1,1
C0116,06,000,00000,HARYANA,066001, Konyak,2,1,1,0,0,0,2,1,1
C0116,06,000,00000,HARYANA,068000,68 KORWA ,8,1,7,0,0,0,8,1,7
C0116,06,000,00000,HARYANA,068999,68 Others ,8,1,7,0,0,0,8,1,7
C0116,06,000,00000,HARYANA,071000,71 KUKI,21,13,8,7,4,3,14,9,5
C0116,06,000,00000,HARYANA,071008, Kuki,19,12,7,7,4,3,12,8,4
C0116,06,000,00000,HARYANA,071999,71 Others ,2,1,1,0,0,0,2,1,1
C0116,06,000,00000,HARYANA,072000,72 KURUKH/ORAON ,539,277,262,64,36,28,475,241,234
C0116,06,000,00000,HARYANA,072024, Kurukh/Oraon,532,275,257,61,36,25,471,239,232
C0116,06,000,00000,HARYANA,072999,72 Others ,7,2,5,3,0,3,4,2,2
C0116,06,000,00000,HARYANA,073000,73 LADAKHI ,908,570,338,16,11,5,892,559,333
C0116,06,000,00000,HARYANA,073003, Ladakhi,908,570,338,16,11,5,892,559,333
C0116,06,000,00000,HARYANA,074000,74 LAHAULI ,24,13,11,17,9,8,7,4,3
C0116,06,000,00000,HARYANA,074002, Lahauli,21,10,11,17,9,8,4,1,3
C0116,06,000,00000,HARYANA,074999,74 Others ,3,3,0,0,0,0,3,3,0
C0116,06,000,00000,HARYANA,075000,75 LAHNDA ,29892,15615,14277,20478,10779,9699,9414,4836,4578
C0116,06,000,00000,HARYANA,075001, Bahawal Puri,53,23,30,0,0,0,53,23,30
C0116,06,000,00000,HARYANA,075006, Hindi Multani,29683,15504,14179,20478,10779,9699,9205,4725,4480
C0116,06,000,00000,HARYANA,075999,75 Others ,156,88,68,0,0,0,156,88,68
C0116,06,000,00000,HARYANA,076000,76 LAKHER,2,1,1,1,0,1,1,1,0
C0116,06,000,00000,HARYANA,076002, Mara,2,1,1,1,0,1,1,1,0
C0116,06,000,00000,HARYANA,078000,78 LEPCHA ,4,2,2,0,0,0,4,2,2
C0116,06,000,00000,HARYANA,078001, Lepcha,4,2,2,0,0,0,4,2,2
C0116,06,000,00000,HARYANA,081000,81 LOTHA ,3,3,0,0,0,0,3,3,0
C0116,06,000,00000,HARYANA,081001, Lotha,3,3,0,0,0,0,3,3,0
C0116,06,000,00000,HARYANA,082000,82 LUSHAI/MIZO ,95,40,55,12,8,4,83,32,51
C0116,06,000,00000,HARYANA,082005, Lushai/Mizo,94,39,55,11,7,4,83,32,51
C0116,06,000,00000,HARYANA,082999,82 Others ,1,1,0,1,1,0,0,0,0
