Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,04,000,00000,CHANDIGARH,031000,31 BHOTIA ,54,12,42,2,0,2,52,12,40
C0116,04,000,00000,CHANDIGARH,031001, Bhotia,8,3,5,0,0,0,8,3,5
C0116,04,000,00000,CHANDIGARH,031011, Bauti,9,0,9,2,0,2,7,0,7
C0116,04,000,00000,CHANDIGARH,031999,31 Others,37,9,28,0,0,0,37,9,28
C0116,04,000,00000,CHANDIGARH,033000,33 BISHNUPURIYA,4,1,3,0,0,0,4,1,3
C0116,04,000,00000,CHANDIGARH,033003, Bishnupriya Manipuri/Manipuri Bishnupriya,4,1,3,0,0,0,4,1,3
C0116,04,000,00000,CHANDIGARH,037000,37 COORGI/KODAGU ,6,5,1,0,0,0,6,5,1
C0116,04,000,00000,CHANDIGARH,037001, Coorgi/Kodagu,6,5,1,0,0,0,6,5,1
C0116,04,000,00000,CHANDIGARH,040000,40 ENGLISH ,436,230,206,1,1,0,435,229,206
C0116,04,000,00000,CHANDIGARH,040001, English,436,230,206,1,1,0,435,229,206
C0116,04,000,00000,CHANDIGARH,044000,44 GONDI,3,3,0,0,0,0,3,3,0
C0116,04,000,00000,CHANDIGARH,044999,44 Others,3,3,0,0,0,0,3,3,0
C0116,04,000,00000,CHANDIGARH,047000,47 HMAR,3,1,2,0,0,0,3,1,2
C0116,04,000,00000,CHANDIGARH,047001, Hmar,3,1,2,0,0,0,3,1,2
C0116,04,000,00000,CHANDIGARH,051000,51 KABUI ,10,6,4,0,0,0,10,6,4
C0116,04,000,00000,CHANDIGARH,051003, Kabui,7,5,2,0,0,0,7,5,2
C0116,04,000,00000,CHANDIGARH,051005, Rongmei,3,1,2,0,0,0,3,1,2
C0116,04,000,00000,CHANDIGARH,053000,53 KHANDESHI,1,1,0,0,0,0,1,1,0
C0116,04,000,00000,CHANDIGARH,053005, Gujari,1,1,0,0,0,0,1,1,0
C0116,04,000,00000,CHANDIGARH,054000,54 KHARIA ,4,3,1,0,0,0,4,3,1
C0116,04,000,00000,CHANDIGARH,054005, Kharia,4,3,1,0,0,0,4,3,1
